publication_view.idpublication;publication_view.publication_year;publication_view.source_title;
4645;2007;Raw pollen data from the Eemian core CON01-603-2;
4646;2005;Global and Planetary Change;
4647;2011;Quaternaire;
4648;2010;Journal of Human Evolution;
4649;2016;Proceedings of the National Academy of Sciences of the United States of America;
4650;2018;Global Change Biology;
4651;2009;Iran Palaeolithic / Le Paléolithique d'Iran;
4652;2010;Archäologisches Korrespondenzblatt;
4653;2007;Quaternary Science Reviews;
4654;1970;Bulletin de l'Association Française pour l'Etude du Quaternaire;
4655;2015;Proceedings of the National Academy of Sciences of the United States of America;
4656;2006;Journal of Paleolimnology;
4657;2006;L'Anthropologie;
4658;1998;Fundberichte aus Baden-Württemberg;
4659;2012;Quartär;
4660;1985;Acta Anthropologica Sinica;
4661;1990;Palaeogeography, Palaeoclimatology, Palaeoecology;
4662;2017;Journal of Archaeological Science: Reports;
4663;1987;Quartär;
4664;2016;Biogeosciences;
4665;2020;Quaternary Science Reviews;
4666;1957;Zeitschrift für Morphologie und Anthropologie;
4667;2002;Proceedings of the National Academy of Sciences of the United States of America;
4668;2011;Palaeogeography, Palaeoclimatology, Palaeoecology;
4669;2007;Proceedings of the National Academy of Sciences of the United States of America;
4670;1988;Archaeometry;
4671;2015;Quaternary Geochronology;
4672;2003;Gebrauchsspuren an Artefakten der Hominidenfundstelle Bilzingsleben (Thüringen);
4673;2007;Palaeogeography, Palaeoclimatology, Palaeoecology;
4674;2005;Climate Dynamics;
4675;1994;Nature;
4676;1990;Earth and Planetary Science Letters;
4677;2008;Palaeogeography, Palaeoclimatology, Palaeoecology;
4678;2011;Quaternary Science Reviews;
4679;2018;Kaogu [Archaeology];
4680;2017;Russian Geology and Geophysics;
4681;1983;Die paläolithischen Neufunde von Markkleeberg bei Leipzig;
4682;2001;Quaternary International;
4683;2006;Quaternary Science Reviews;
4684;2015;PLOS ONE;
4685;2012;Quaternary International;
4686;2016;Biogeosciences;
4687;2007;Carsologica Sinica;
4688;2018;Science;
4689;1977;Die Ilsenhöhle unter Burg Ranis/Thüringen. Eine paläolithische Jägerstation;
4690;1996;Aspects of African Archaeology, Papers from the 10th Congress of the Panafrican Association for Prehistory and Related Studies;
4691;2012;Eurasian Prehistory;
4692;2009;Praehistoria;
4693;1987;Quartär;
4694;2020;L'Anthropologie;
4695;2018;Pozdnie neandertal'tsy Kryma. Zaskal'naya VI (Kolosovskaya). Sloi III i IIIa [Late Neanderthals of the Crimea. Zaskal'naya VI (Kolosov site). Layers III and IIIa];
4696;2014;Izdelie iz kosti ptitsy iz must'erskoi stoyanki Zaskal'naya VI (Kolosovskaya) v Krymu [Bird bone artefacts from the Mousterian site of Zaskal'naya VI (Kolosovskaya site), Crimea];
4697;2013;Journal of Human Evolution;
4698;2010;Proceedings of the National Academy of Sciences of the United States of America;
4699;2016;Journal of Archaeological Science: Reports;
4700;2014;Geoarchaeology;
4701;2020;Journal of Human Evolution;
4702;2015;Nature;
4703;2018;Nature;
4704;2020;Proceedings of the National Academy of Sciences of the United States of America;
4705;2021;Cell;
4706;2020;Science;
4707;2012;Science;
4708;2017;Science;
4709;2014;Nature;
4710;2014;Nature;
4711;2014;Science;
4712;2019;Nature;
4713;2017;Science;
4714;2021;Current Biology;
4715;2020;Communications Biology;
4716;2017;Current Biology;
4717;2019;Science;
4718;2008;Babies Reborn: Infant/Child Burials in Pre- and Protohistory, Vol. 24, Section WS26;
4719;1989;Byulleten Komissii po Izucbeniu Chetvertichnogo Perioda;
4720;1930;Byulleten Komissii po Izucbeniu Chetvertichnogo Perioda;
4721;1978;Hsihoutu (Xihoudu), a Cultural Site of Early Pleistocene in Shansi Province [in Chinese];
4722;2001;Humanity from African Naissance to Coming Millennia: Colloquia in Human Biology and Palaeoanthropology;
4723;1983;Die paläolithischen Neufunde von Markkleeberg bei Leipzig;
4724;1955;Transactions of the American Philosophical Society;
4725;1964;Die Altsteinzeitlichen Funde der Balver Höhle;
4726;2017;Quaternary International;
4727;2009;Interdisciplinary Approaches to the Oldowan. Vertebrate Paleobiology and Paleoanthropology;
4728;2020;A study on magnetostratigraphic date and paleoclimate environment of the cultural layer of Xihoudu site [in Chinese];
4729;2017;Klimagewalten - Treibende Kraft der Evolution;
4730;2012;Die Rolle von Raubtieren in der Einnischung und Subsistenz jungpleistozäner Neandertaler. Archäozoologie und Taphonomie der mittelpaläolithischen Fauna aus der Balver Höhle (Westfalen);
4731;2021;Encyclopedic Dictionary of Archaeology;
4732;2013;Journal of Human Evolution;
4733;2017;Arkheologiya i davnyz istoriya Ukraini;
4734;2011;Paleolit i Mezolit Vostochnoi Evropy: sbornik statei v chest' 60-letie Khizri Amirkhanovicha Amirkhanova [Palaeolithic and Mesolithic of Eastern Europe: Collection of articles for the 60th anniversary of Khirzi Amirkhanovich Amirkhanov];
4735;2019;National Science Review;
4736;2022;Nature Ecology & Evolution;
4737;1983;Die paläolithischen Neufunde von Markkleeberg bei Leipzig;
4738;2015;Results of recent investigations of the Oldowan and associated hominid remains at the DK site, Olduvai Gorge: A conservation exercise;
4739;2021;Journal of Human Evolution;
4740;1993;Proceedings of the Prehistoric Society;
4741;2007;Acta Anthropologica Sinica;
4742;2000;Acta Anthropologica Sinica;
4743;2018;Journal of African Archaeology;
4744;2018;African Archaeological Review;
4745;2004;Praehistoria Thuringica;
4746;2019;Journal of Archaeological Science: Reports;
4747;1989;The Quaternary Research (Daiyonki-Kenkyu);
4748;2012;Flakes not blades: The role of flake production at the onset of the Upper Palaeolithic in Europe;
4749;1995;Late Pleistocene and Holocene hunter-gatherers of the Matopos: An archaeological study of change and continuity in Zimbabwe;
4750;2012;PLOS ONE;
4751;2000;Science;
4752;2009;The top issues of the Eastern European prehistoric archaeology;
4753;2015;Drevnie kul'tury Vostochnoi Evropy: etalonnye pamyatniki i opornye kompleksy v kontekste sovremennykh arkheologicheskikh issledovanii [Ancient cultures of Eastern Europe: Reference monuments and support complexes in the context of modern archaeological research];
4754;1980;Zeitschrift für Morphologie und Anthropologie;
4755;2015;eLife;
4756;2017;eLife;
4757;1980;Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences, Série D: Sciences Naturelles;
4758;2021;PLOS ONE;
4759;2011;Palaeontologia Electronica;
4760;2004;Paysages et climats des premiers hominidés en Italie;
4761;1983;Rivista di Antropologia;
4762;2000;Memórias da Academia das Ciências de Lisboa;
4763;2002;A Gruta Nova de Columbeira, Bombarral;
4764;2002;Revista Portuguesa de Arqueologia;
4765;2000;Memórias da Academia das Ciências de Lisboa;
4766;2000;Actas do Encontro sobre Arqueologia da Arrábida. Convento da Arrábida, 6 e 7 novembro de 1998;
4767;2000;Memórias da Academia das Ciências de Lisboa;
4768;1995;Actas do 3ª Reuniâo do Quaternário Ibérico: Coimbra, 27 de Setembro a 1 de Outubro de 1993;
4769;1998;Trabajos de Prehistoria;
4770;2008;Antiquity;
4771;1964;Bulletin de la Société Préhistorique Française;
4772;2016;Quaternary International;
4773;2001;Archäologisches Korrespondenzblatt;
4774;2004;Revue de Paléobiologie;
4775;2013;Quaternary International;
4776;2009;Fundberichte aus Baden-Württemberg;
4777;1998;Journal of Human Evolution;
4778;1997;O Paleolítico Superior da Estremadura Portuguesa;
4779;2020;Science;
4780;2021;PLOS ONE;
4781;2010;PLOS ONE;
4782;1989;Quartär;
4783;0;The last interglacial in Monticchio;
4784;2021;16th International Luminescence and Electron Spin Resonance Dating Conference (LED), 13-17 September 2021;
4785;2006;Neanderthal 1856-2006;
4786;1977;Mnogosloinaya paleoliticheskaya stoyanka Korman' IV na Srednem Dnestre [Stratified Palaeolithic site Korman' IV on Middle Dniestr];
4787;2018;XVIII World Congress of the Union Internationale des Sciences Préhistoriques et Protohistoriques, June 4-9, 2018, Paris, France;
4788;2006;Neanderthal 1856-2006;
4789;2006;Neanderthal 1856-2006;
4790;2006;Neanderthal 1856-2006;
4791;2006;Neanderthal 1856-2006;
4792;1935;Izvestiya Gosudarstvennoi Akademii Istorii Material'noi kul'tury;
4793;1964;The Archaeology and Geomorphology of Northern Asia;
4794;2018;African Archaeological Review;
4795;2020;Quaternary International;
4796;2016;Archéologie des Hauts-de-France;
4797;2017;Journée d’étude en hommage au professeur Jean Sommé, Oct. 2017, Villeneuve-d'Ascq, France;
4798;2018;Rapport de fouille programmée Waziers "Le Bas Terroir" Première année de la triennale 2017-2019;
4799;2006;Neanderthal 1856-2006;
4800;2020;Arkheologicheskie Vesti;
4801;2021;Quaternary International;
4802;2015;Quaternary International;
4803;2019;Arkheologiya i davnyz istoriya Ukraini;
4804;2019;Problemy istorii, filologii, kul'tury;
4805;2021;Evolutionary Human Sciences;
4806;2016;Quaternary International;
4807;2019;Quartär;
4808;2017;Quaternary Sciences;
4809;2021;Site de plein air de Nalai du Paléolithique inférieur, dans le sud de la Chine, daté de 800 000 ans. Première datation Argon-Argon de tectites en association directe avec des bifaces en Chine;
4810;2006;Neanderthal 1856-2006;
4811;2021;Open Archaeology;
4812;2015;Revista Portuguesa de Arqueologia;
4813;2020;Quaternary Research;
4814;2017;Arqueologia em Portugal 2017: Estado da Questão;
4815;2021;Quaternary International;
4816;2019;Geoarchaeology;
4817;2009;200 séculos da história do Vale do Côa: incursões na vida quotidiana do caçadores-artistas do Paleolítico;
4818;2009;Complutum;
4819;2006;Journal of Anthropological Archaeology;
4820;2000;Antiquity;
4821;2000;International Journal of Osteoarchaeology;
4822;2016;Quaternary International;
4823;2021;Quaternary International;
4824;2001;Journal of Archaeological Science;
4825;1958;Materialy i issledovaniya po arkheologii SSSR;
4826;1983;Die Höhlenruine Hunas bei Hartmannshof (Landkreis Nürnberger Land). Eine paläontologische und urgeschichtilche Fundstelle aus dem Spät-Riß;
4827;2007;Promontoria;
4828;2006;Quaternary International;
4829;1999;Jahresschrift für Mitteldeutsche Vorgeschichte;
4830;2001;Proceedings of the National Academy of Sciences of the United States of America;
4831;2012;Quaternary International;
4832;2021;Quaternary Science Reviews;
4833;2021;Quaternary International;
4834;2020;Proceedings of the National Academy of Sciences of the United States of America;
4835;1983;Die Höhlenruine Hunas bei Hartmannshof (Landkreis Nürnberger Land). Eine paläontologische und urgeschichtilche Fundstelle aus dem Spät-Riß;
4836;1983;Die Höhlenruine Hunas bei Hartmannshof (Landkreis Nürnberger Land). Eine paläontologische und urgeschichtilche Fundstelle aus dem Spät-Riß;
4837;2000;Journal of Archaeological Science;
4838;2014;Geoarchaeology;
4839;1973;Königsaue. Gliederung, Ökologie und mittelpaläolithische Funde der letzten Eiszeit;
4840;1998;Lower and Middle Palaeolithic, Vol. 2. The first humans and their cultural manifestations. Proceedings of the XIIIth UISPP Congress, Forli, Italy 8-14 September 1996;
4841;1997;Current Anthropology;
4842;1996;Mal'tinskoe paleoliticheskoe mestonakhozhdenie (po itogam polevykh rabot 1995 goda) [Palaeolithic locality of Malta (based on the results of the 1995 field works)];
4843;2016;Quartär;
4844;2012;Stratum plus;
4845;2012;Stratum plus;
4846;2021;Vita Antiqua;
4847;2001;Quaternary Science Reviews;
4848;2012;Stratum plus;
4849;1966;The Palaeobotanist;
4850;2014;Problemy arkheologii epokhi kamnya;
4851;2000;Arkheologicheskii Al'manakh;
4852;2002;Upper Paleolithic-Upper Pleistocene: Dynamics of natural events and archaeological cultures, International Congress in honour of A. N. Rogatchev;
4853;2015;Drevnie kul'tury Vostochnoi Evropy: etalonnye pamyatniki i opornye kompleksy v kontekste sovremennykh arkheologicheskikh issledovanii [Ancient cultures of Eastern Europe: Reference monuments and support complexes in the context of modern archaeological research];
4854;2015;eLife;
4855;2000;Quaternary Science Reviews;
4856;2010;Quaternary Science Reviews;
4857;1985;Eiszeitalter und Gegenwart;
4858;2010;Quaternary International;
4859;2015;Quaternary International;
4860;2017;Quaternary Science Reviews;
4861;2021;Journal of Human Evolution;
4862;2021;Proceedings of the National Academy of Sciences of the United States of America;
4863;1984;Paléorient;
4864;2015;Quaternary International;
4865;2004;L'Anthropologie;
4866;2014;Archaeological and Anthropological Sciences;
4867;2020;Quaternary Science Reviews;
4868;2008;Palaeogeography, Palaeoclimatology, Palaeoecology;
4869;2009;Journal of Vegetation Science;
4870;2011;Vestnik Antropologii;
4871;2011;Palaeogeography, Palaeoclimatology, Palaeoecology;
4872;2005;Journal of Quaternary Science;
4873;2015;Nature Communications;
4874;2019;Fossil pollen data for climate reconstructions from El Cañizar de Villarquemado;
4875;1998;Bulletin of the Geological Society of Denmark;
4876;2017;Quaternary Science Reviews;
4877;1980;Bulletin of the Geological Society of Georgia;
4878;1976;Geokhronologicheskoe znachenie pozdnepliotsenovykh i rannepleistotsenovykh Cardiidae Zapadnoy Gruzii [Geochronological importance of the late Pliocene and early Pleistocene Cardiidae of Western Georgia];
4879;2015;Nature Communications;
4880;2013;Boreas;
4881;2017;Journal of Human Evolution;
4882;2021;Quaternary Science Reviews;
4883;2018;Journal of Human Evolution;
4884;2015;Journal of Human Evolution;
4885;2014;Journal of Quaternary Science;
4886;2010;Quaternary Science Reviews;
4887;2022;Review of Palaeobotany and Palynology;
4888;2017;Journal of Human Evolution;
4889;2013;Quaternary International;
4890;2010;Proceedings of the National Academy of Sciences of the United States of America;
4891;2011;Journal of Human Evolution;
4892;1976;Eiszeitalter und Gegenwart;
4893;2012;Quaternary Science Reviews;
4894;2015;Journal of Quaternary Science;
4895;2017;Palaeogeography, Palaeoclimatology, Palaeoecology;
4896;1988;L'Anthropologie;
4897;1947;Sovetskaya arkheologiya;
4898;2008;Volcanism & climate in the central Andes: the tephra record from Lake Titicaca;
4899;2006;Periodicum Biologorum;
4900;1983;Boreas;
4901;2019;Quaternary Geochronology;
4902;2014;PLOS ONE;
4903;2018;Journal of Human Evolution;
4904;1999;Changes in environments and climates. Animals and man;
4905;2019;Climate of the Past;
4906;2019;Beijing Cultural Relics and Museums;
4907;2017;Journal of Human Evolution;
4908;2022;Journal of Quaternary Science;
4909;1985;Rivista di Studi Liguri;
4910;2022;Scientific Reports;
4911;2000;Explanations of typological variability in paleolithic remains from Zhoukoudian Locality 15, China;
4912;2007;Quaternaire;
4913;2019;eLife;
4914;2004;Quaternary Research;
4915;1966;Nature;
4916;2009;Geoarchaeology;
4917;2015;Quaternary International;
4918;1979;The Quaternary of Israel;
4919;2016;L'Anthropologie;
4920;1990;Almansor;
4921;1993;Contribuição para o conhecimento dos grandes mamíferos do Plistocénico Superior de Portugal;
4922;2005;Kabazi II: Last interglacial occupation, environment and subsistence;
4923;2005;Kabazi II: Last interglacial occupation, environment and subsistence;
4924;2012;Stratum plus;
4925;2002;Arkheologicheskie Zapiski;
4926;2000;Préhistoire Européenne;
4927;2018;PLOS ONE;
4928;1965;Bulletin de la Société Préhistorique Française;
4929;1990;Almansor;
4930;2012;A Arte Rupestre da Gruta do Escoural no Contexto Europeu e a sua Musealização;
4931;2013;Quaternary International;
4932;1966;Israel Journal of Botany;
4933;1994;Journal of Field Archaeology;
4934;2001;Les premiers hommes modernes de la Péninsule Ibérique. Actes du Colloque de la Comission VIII de l'UISPP, Vila Nova de Foz Côa, Octobre 1998;
4935;2012;O Aprovisionamento de Matérias-Primas Líticas na Gruta da Oliveira (Torres Novas);
4936;2016;Journal of Lithic Studies;
4937;1998;Préhistoire d'Anatolie: Genèse de deux mondes - Anatolian Prehistory: At the Crossroads of Two Worlds;
4938;2014;Journal of Archaeological Science;
4939;2005;Kabazi II: Last interglacial occupation, environment and subsistence;
