assemblage.name;assemblage.category;country_continent.continent;locality.idlocality;locality.x;locality.y
SM10;plant remains;Europe;Stone;-1.351991;50.783725;
SM11;plant remains;Europe;Stone;-1.351991;50.783725;
SM12;plant remains;Europe;Stone;-1.351991;50.783725;
SM13;plant remains;Europe;Stone;-1.351991;50.783725;
SM14;plant remains;Europe;Stone;-1.351991;50.783725;
SM15;plant remains;Europe;Stone;-1.351991;50.783725;
SM16;plant remains;Europe;Stone;-1.351991;50.783725;
SM2;plant remains;Europe;Stone;-1.351991;50.783725;
SM3;plant remains;Europe;Stone;-1.351991;50.783725;
SM4;plant remains;Europe;Stone;-1.351991;50.783725;
SM5;plant remains;Europe;Stone;-1.351991;50.783725;
SM6;plant remains;Europe;Stone;-1.351991;50.783725;
SM7;plant remains;Europe;Stone;-1.351991;50.783725;
SM8;plant remains;Europe;Stone;-1.351991;50.783725;
SM9;plant remains;Europe;Stone;-1.351991;50.783725;
SP1;plant remains;Europe;Stone;-1.351991;50.783725;
SP10;plant remains;Europe;Stone;-1.351991;50.783725;
SP11;plant remains;Europe;Stone;-1.351991;50.783725;
SP12;plant remains;Europe;Stone;-1.351991;50.783725;
SP13;plant remains;Europe;Stone;-1.351991;50.783725;
SP14;plant remains;Europe;Stone;-1.351991;50.783725;
SP2;plant remains;Europe;Stone;-1.351991;50.783725;
SP3;plant remains;Europe;Stone;-1.351991;50.783725;
SP4;plant remains;Europe;Stone;-1.351991;50.783725;
SP5;plant remains;Europe;Stone;-1.351991;50.783725;
SP6;plant remains;Europe;Stone;-1.351991;50.783725;
SP7;plant remains;Europe;Stone;-1.351991;50.783725;
SP8;plant remains;Europe;Stone;-1.351991;50.783725;
SP9;plant remains;Europe;Stone;-1.351991;50.783725;
Stone, L1, Malacofauna;paleofauna;Europe;Stone;-1.351991;50.783725;
Stone, L2, Malacofauna;paleofauna;Europe;Stone;-1.351991;50.783725;
Stone, L4, Malacofauna;paleofauna;Europe;Stone;-1.351991;50.783725;
Stone_M;plant remains;Europe;Stone;-1.351991;50.783725;
Stone_P;plant remains;Europe;Stone;-1.351991;50.783725;
Middle Palaeolithic assemblage;raw material, technology, typology;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 1 small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 10 I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 10 II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 2 small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3 3 small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3a fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3b fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3ia I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3ia II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3ia human remains 1;human remains;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3ia human remains 2;human remains;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 3ib small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 4 I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 4 II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 5 I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 5 II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 5 III small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 6 I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 6 II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 6 III small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 6 IV small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 6 V small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 7 I small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 7 II small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 7 III small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 8 small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Strashnaya layer 9 small mammal fauna;animal remains, paleofauna;Asia;Strashnaya;83.03;51.17;
Upper Palaeolithic assemblage;organic tools, raw material, symbolic artifacts, technology, typology;Asia;Strashnaya;83.03;51.17;
Strathalan Cave B BPL Layer Archaeology;feature, raw material, technology, typology;Africa;Strathalan Cave B;28.3886111;-30.9894444;
Strathalan Cave B SWA Fauna;paleofauna;Africa;Strathalan Cave B;28.3886111;-30.9894444;
Strathalan Cave B SWA Layer Archaeology;feature, raw material, technology, typology;Africa;Strathalan Cave B;28.3886111;-30.9894444;
Strathalan Cave B VBP Fauna;paleofauna;Africa;Strathalan Cave B;28.3886111;-30.9894444;
Strathalan Cave B VBP Layer Archaeology;feature, raw material, technology, typology;Africa;Strathalan Cave B;28.3886111;-30.9894444;
Stratzing/Krems-Rehberg Fauna;animal remains, paleofauna;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1985, AH I;raw material, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1985, AH II;raw material, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1986, AH I;raw material, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1986, AH II;raw material, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1994, AH I;raw material, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, 1994, AH II;feature, raw material, symbolic artifacts, technology, typology;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, AH I;feature;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stratzing/Krems-Rehberg, AH II;symbolic artifacts, feature;Europe;Stratzing/Krems-Rehberg;15.602579;48.440568;
Stuttgart Untertuerkheim Biedermann Cave Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump Channel 1 Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump Channel 2-8 Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump Channel I - IV Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S1 Fauna;animal remains, paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S2 Fauna;animal remains, paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S3 Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S4 Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S5 Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Layer Beneath Steppennagerschicht Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Lower Travertine Main Cultural Layer Fauna;animal remains, paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Steppennagerschicht Hyena Foodyard Fauna;animal remains, paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Steppennagerschicht Small Assemblages Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Untertuerkheim Upper Travertine Fauna;paleofauna;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Biedermann Cave Archaeological Assemblage;organic tools, raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Calcified Tree Stump 1 Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Calcified Tree Stump S3 Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Calcified Tree Stump S4 Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Layer Beneath Steppennagerschicht Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Lower Cultural Layer Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Lower Travertine Main Cultural Layer Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Steppennagerschicht Hyena Foodyard Archaeological Assemblage;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart Unterturkheim Upper Travertine Archaeological Assemblages;raw material, technology, typology;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart-Unterturkheim Lower Travertin flora horizon a;plant remains;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart-Unterturkheim Lower Travertin flora horizon b main leaf layer;plant remains;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart-Unterturkheim Lower Travertin flora horizon c wild apple layer;plant remains;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart-Unterturkheim Lower Travertin flora horizon d;plant remains;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
Stuttgart-Unterturkheim Upper Travertin flora horizon e foliage plate;plant remains;Europe;Stuttgart-Unterturkheim;9.244974;48.790701;
1;plant remains;Asia;Sudjuna;42.146122;42.197271;
10;plant remains;Asia;Sudjuna;42.146122;42.197271;
11;plant remains;Asia;Sudjuna;42.146122;42.197271;
2;plant remains;Asia;Sudjuna;42.146122;42.197271;
3;plant remains;Asia;Sudjuna;42.146122;42.197271;
4;plant remains;Asia;Sudjuna;42.146122;42.197271;
5;plant remains;Asia;Sudjuna;42.146122;42.197271;
6;plant remains;Asia;Sudjuna;42.146122;42.197271;
7;plant remains;Asia;Sudjuna;42.146122;42.197271;
8;plant remains;Asia;Sudjuna;42.146122;42.197271;
9;plant remains;Asia;Sudjuna;42.146122;42.197271;
Cultural horizon archaeological assemblage;paleofauna, raw material, technology, typology;Asia;Sukhaya Mechetka;44.648973;48.830713;
Sunghir human remains 01;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 02;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 03;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 04;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 05;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 06;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 07;human remains;Asia;Sunghir;40.51;56.18;
Sunghir human remains 08;human remains;Asia;Sunghir;40.51;56.18;
Sunghir soil-cultural layer archaeological assemblage;animal remains, feature, human remains, miscellaneous finds, organic tools, plant remains, raw material, symbolic artifacts, technology, typology;Asia;Sunghir;40.51;56.18;
burial assemblage;feature, miscellaneous finds, organic tools, symbolic artifacts;Asia;Sunghir;40.51;56.18;
1;plant remains;Asia;Supsa 1;41.805025;42.0437472;
10;plant remains;Asia;Supsa 1;41.805025;42.0437472;
11;plant remains;Asia;Supsa 1;41.805025;42.0437472;
12;plant remains;Asia;Supsa 1;41.805025;42.0437472;
13;plant remains;Asia;Supsa 1;41.805025;42.0437472;
14;plant remains;Asia;Supsa 1;41.805025;42.0437472;
15;plant remains;Asia;Supsa 1;41.805025;42.0437472;
16;plant remains;Asia;Supsa 1;41.805025;42.0437472;
17;plant remains;Asia;Supsa 1;41.805025;42.0437472;
18;plant remains;Asia;Supsa 1;41.805025;42.0437472;
19;plant remains;Asia;Supsa 1;41.805025;42.0437472;
2;plant remains;Asia;Supsa 1;41.805025;42.0437472;
20;plant remains;Asia;Supsa 1;41.805025;42.0437472;
21;plant remains;Asia;Supsa 1;41.805025;42.0437472;
22;plant remains;Asia;Supsa 1;41.805025;42.0437472;
23;plant remains;Asia;Supsa 1;41.805025;42.0437472;
24;plant remains;Asia;Supsa 1;41.805025;42.0437472;
25;plant remains;Asia;Supsa 1;41.805025;42.0437472;
3;plant remains;Asia;Supsa 1;41.805025;42.0437472;
4;plant remains;Asia;Supsa 1;41.805025;42.0437472;
5;plant remains;Asia;Supsa 1;41.805025;42.0437472;
6;plant remains;Asia;Supsa 1;41.805025;42.0437472;
7;plant remains;Asia;Supsa 1;41.805025;42.0437472;
8;plant remains;Asia;Supsa 1;41.805025;42.0437472;
9;plant remains;Asia;Supsa 1;41.805025;42.0437472;
Sveduv Stul Layer 10-7 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Layer 6-2 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Layer 8 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Layer 9 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Unit 2 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Unit 3 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv Stul Unit 4 Fauna;animal remains, paleofauna;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv stul IV. complex human remains;human remains;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv stul unit 3 human remains 1;human remains;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv stul unit 3 human remains 2;human remains;Europe;Sveduv Stul;16.7479222;49.2455528;
Sveduv stul unit 3 human remains 3;human remains;Europe;Sveduv Stul;16.7479222;49.2455528;
Swamp Cave, Fauna;paleofauna;Asia;Swamp Cave;101.694028;3.238583;
Lower Gravel and Lower Loam collection;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Lower Gravel artefacts;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Lower Loam assemblage;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Lower Middle Gravel 1955-1960 assemblage;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Lower Middle Gravel assemblage;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Swanscombe I;human remains;Europe;Swanscombe;0.299725;51.44577;
Upper Gravel collection;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Upper Loam collection;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Upper Middle Gravel assemblage;raw material, technology, typology;Europe;Swanscombe;0.299725;51.44577;
Member 1 lower bank;organic tools, raw material, technology, typology;Africa;Swartkrans;27.7558333;-25.9688889;
Member 2;organic tools, raw material, technology, typology;Africa;Swartkrans;27.7558333;-25.9688889;
Member 3;organic tools, raw material, technology, typology;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 01;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 02;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 03;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 04;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 05;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 06;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 07;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans 1-2 interface human remains 08;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 Fauna;paleofauna;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 HR 01;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 HR 02;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 HR 03;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 HR human remains 1;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 HR human remains 2;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 LB;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 Lower Bank humanremains 01;human remains;Africa;Swartkrans;27.7558333;-25.9688889;
Swartkrans Member 1 Micromammalian Fauna;paleofauna;Africa;Swartkrans;27.7558333;-25.9688889;
